orth,phon,type,freq,log_freq
yit,/yit/,ANC_REG,5,1.945910149
brax,/br@ks/,ANC_REG,5,1.945910149
smeef,/smEf/,ANC_REG,5,1.945910149
drim,/drim/,ANC_REG,5,1.945910149
chisp,/Cisp/,ANC_REG,5,1.945910149
slig,/slig/,ANC_REG,5,1.945910149
freld,/freld/,ANC_REG,5,1.945910149
flark,/flark/,ANC_REG,5,1.945910149
fing,/fiN/,ANC_REG,5,1.945910149
flape,/flAp/,ANC_REG,5,1.945910149
dit,/dit/,ANC_REG,5,1.945910149
chax,/C@ks/,ANC_REG,5,1.945910149
pleef,/plEf/,ANC_REG,5,1.945910149
plim,/plim/,ANC_REG,5,1.945910149
fisp,/fisp/,ANC_REG,5,1.945910149
drig,/drig/,ANC_REG,5,1.945910149
steld,/steld/,ANC_REG,5,1.945910149
plark,/plark/,ANC_REG,5,1.945910149
hing,/hiN/,ANC_REG,5,1.945910149
glape,/glAp/,ANC_REG,5,1.945910149
shrot,/SrOt/,ANC_EXC,5,1.945910149
prell,/prEl/,ANC_EXC,5,1.945910149
brill,/brIl/,ANC_EXC,5,1.945910149
glest,/glEst/,ANC_EXC,5,1.945910149
prace,/pro/,ANC_EXC,5,1.945910149
vank,/vank/,ANC_EXC,5,1.945910149
tream,/trem/,ANC_EXC,5,1.945910149
smipe,/smip/,ANC_EXC,5,1.945910149
vust,/vUst/,ANC_EXC,5,1.945910149
vuff,/vUf/,ANC_EXC,5,1.945910149
frot,/frOt/,ANC_EXC,5,1.945910149
drell,/drEl/,ANC_EXC,5,1.945910149
prill,/prIl/,ANC_EXC,5,1.945910149
clest,/klEst/,ANC_EXC,5,1.945910149
frace,/fro/,ANC_EXC,5,1.945910149
splank,/splank/,ANC_EXC,5,1.945910149
cheam,/Cem/,ANC_EXC,5,1.945910149
fipe,/fip/,ANC_EXC,5,1.945910149
blust,/blUst/,ANC_EXC,5,1.945910149
chuff,/CUf/,ANC_EXC,5,1.945910149
bive,/bIv/,ANC_AMB,5,1.945910149
flome,/flOm/,ANC_AMB,5,1.945910149
pread,/pred/,ANC_AMB,5,1.945910149
trow,/trW/,ANC_AMB,5,1.945910149
frour,/grWr/,ANC_AMB,5,1.945910149
chone,/Can/,ANC_AMB,5,1.945910149
frood,/fr^d/,ANC_AMB,5,1.945910149
kive,/kIv/,ANC_AMB,5,1.945910149
clome,/klOm/,ANC_AMB,5,1.945910149
smead,/smed/,ANC_AMB,5,1.945910149
clow,/klW/,ANC_AMB,5,1.945910149
grour,/grWr/,ANC_AMB,5,1.945910149
glone,/glan/,ANC_AMB,5,1.945910149
lood,/l^d/,ANC_AMB,5,1.945910149
