orth,phon,type,freq,log_freq
slit,/slit/,ANC_REG,5,1.945910149
thax,/T@ks/,ANC_REG,5,1.945910149
kleef,/klEf/,ANC_REG,5,1.945910149
krim,/krim/,ANC_REG,5,1.945910149
nisp,/nisp/,ANC_REG,5,1.945910149
plig,/plig/,ANC_REG,5,1.945910149
preld,/preld/,ANC_REG,5,1.945910149
scark,/skark/,ANC_REG,5,1.945910149
shing,/SiN/,ANC_REG,5,1.945910149
slape,/slAp/,ANC_REG,5,1.945910149
strot,/strOt/,ANC_EXC,5,1.945910149
grell,/grEl/,ANC_EXC,5,1.945910149
wrill,/rIl/,ANC_EXC,5,1.945910149
dest,/dEst/,ANC_EXC,5,1.945910149
drace,/dro/,ANC_EXC,5,1.945910149
fank,/fank/,ANC_EXC,5,1.945910149
geam,/jem/,ANC_EXC,5,1.945910149
kipe,/kip/,ANC_EXC,5,1.945910149
nust,/nUst/,ANC_EXC,5,1.945910149
suff,/sUf/,ANC_EXC,5,1.945910149
tive,/tIv/,ANC_AMB,5,1.945910149
blome,/blOm/,ANC_AMB,5,1.945910149
clead,/kled/,ANC_AMB,5,1.945910149
frow,/frW/,ANC_AMB,5,1.945910149
grour,/grWr/,ANC_AMB,5,1.945910149
plone,/plan/,ANC_AMB,5,1.945910149
slood,/sl^d/,ANC_AMB,5,1.945910149
