orth,phon,type,freq,log_freq
slit,/slit/,ANC_REG,3.333333333,0.828302217
thax,/T@ks/,ANC_REG,3.333333333,0.828302217
kleef,/klEf/,ANC_REG,3.333333333,0.828302217
krim,/krim/,ANC_REG,3.333333333,0.828302217
nisp,/nisp/,ANC_REG,3.333333333,0.828302217
plig,/plig/,ANC_REG,3.333333333,0.828302217
preld,/preld/,ANC_REG,3.333333333,0.828302217
scark,/skark/,ANC_REG,3.333333333,0.828302217
shing,/SiN/,ANC_REG,3.333333333,0.828302217
slape,/slAp/,ANC_REG,3.333333333,0.828302217
dit,/dit/,ANC_REG,3.333333333,0.828302217
chax,/C@ks/,ANC_REG,3.333333333,0.828302217
pleef,/plEf/,ANC_REG,3.333333333,0.828302217
plim,/plim/,ANC_REG,3.333333333,0.828302217
fisp,/fisp/,ANC_REG,3.333333333,0.828302217
drig,/drig/,ANC_REG,3.333333333,0.828302217
steld,/steld/,ANC_REG,3.333333333,0.828302217
plark,/plark/,ANC_REG,3.333333333,0.828302217
hing,/hiN/,ANC_REG,3.333333333,0.828302217
glape,/glAp/,ANC_REG,3.333333333,0.828302217
yit,/yit/,ANC_REG,3.333333333,0.828302217
brax,/br@ks/,ANC_REG,3.333333333,0.828302217
smeef,/smEf/,ANC_REG,3.333333333,0.828302217
drim,/drim/,ANC_REG,3.333333333,0.828302217
chisp,/Cisp/,ANC_REG,3.333333333,0.828302217
slig,/slig/,ANC_REG,3.333333333,0.828302217
freld,/freld/,ANC_REG,3.333333333,0.828302217
flark,/flark/,ANC_REG,3.333333333,0.828302217
fing,/fiN/,ANC_REG,3.333333333,0.828302217
flape,/flAp/,ANC_REG,3.333333333,0.828302217
strot,/strOt/,ANC_EXC,3.333333333,0.828302217
grell,/grEl/,ANC_EXC,3.333333333,0.828302217
wrill,/rIl/,ANC_EXC,3.333333333,0.828302217
dest,/dEst/,ANC_EXC,3.333333333,0.828302217
drace,/dro/,ANC_EXC,3.333333333,0.828302217
fank,/fank/,ANC_EXC,3.333333333,0.828302217
geam,/jem/,ANC_EXC,3.333333333,0.828302217
kipe,/kip/,ANC_EXC,3.333333333,0.828302217
nust,/nUst/,ANC_EXC,3.333333333,0.828302217
suff,/sUf/,ANC_EXC,3.333333333,0.828302217
frot,/frOt/,ANC_EXC,3.333333333,0.828302217
drell,/drEl/,ANC_EXC,3.333333333,0.828302217
prill,/prIl/,ANC_EXC,3.333333333,0.828302217
clest,/klEst/,ANC_EXC,3.333333333,0.828302217
frace,/fro/,ANC_EXC,3.333333333,0.828302217
splank,/splank/,ANC_EXC,3.333333333,0.828302217
cheam,/Cem/,ANC_EXC,3.333333333,0.828302217
fipe,/fip/,ANC_EXC,3.333333333,0.828302217
blust,/blUst/,ANC_EXC,3.333333333,0.828302217
chuff,/CUf/,ANC_EXC,3.333333333,0.828302217
shrot,/SrOt/,ANC_EXC,3.333333333,0.828302217
prell,/prEl/,ANC_EXC,3.333333333,0.828302217
brill,/brIl/,ANC_EXC,3.333333333,0.828302217
glest,/glEst/,ANC_EXC,3.333333333,0.828302217
prace,/pro/,ANC_EXC,3.333333333,0.828302217
vank,/vank/,ANC_EXC,3.333333333,0.828302217
tream,/trem/,ANC_EXC,3.333333333,0.828302217
smipe,/smip/,ANC_EXC,3.333333333,0.828302217
vust,/vUst/,ANC_EXC,3.333333333,0.828302217
vuff,/vUf/,ANC_EXC,3.333333333,0.828302217
tive,/tIv/,ANC_AMB,3.333333333,0.828302217
blome,/blOm/,ANC_AMB,3.333333333,0.828302217
clead,/kled/,ANC_AMB,3.333333333,0.828302217
frow,/frW/,ANC_AMB,3.333333333,0.828302217
grour,/grWr/,ANC_AMB,3.333333333,0.828302217
plone,/plan/,ANC_AMB,3.333333333,0.828302217
slood,/sl^d/,ANC_AMB,3.333333333,0.828302217
kive,/kIv/,ANC_AMB,3.333333333,0.828302217
clome,/klOm/,ANC_AMB,3.333333333,0.828302217
smead,/smed/,ANC_AMB,3.333333333,0.828302217
clow,/klW/,ANC_AMB,3.333333333,0.828302217
grour,/grWr/,ANC_AMB,3.333333333,0.828302217
glone,/glan/,ANC_AMB,3.333333333,0.828302217
lood,/l^d/,ANC_AMB,3.333333333,0.828302217
bive,/bIv/,ANC_AMB,3.333333333,0.828302217
flome,/flOm/,ANC_AMB,3.333333333,0.828302217
pread,/pred/,ANC_AMB,3.333333333,0.828302217
trow,/trW/,ANC_AMB,3.333333333,0.828302217
frour,/grWr/,ANC_AMB,3.333333333,0.828302217
chone,/Can/,ANC_AMB,3.333333333,0.828302217
frood,/fr^d/,ANC_AMB,3.333333333,0.828302217
